pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,funding_fees,weekday,strategy,mode,pair_tag,run_folder,coin,open_year,open_month,open_dow,close_dow,duration_days,is_win,dur_bucket
ATOM/USDT,8669.97792,8669.97792,601.08,2023-02-21 00:00:00+00:00,2023-02-22 00:00:00+00:00,14.424,13.867,0.001,0.001,1440,-0.0405370419929488,-351.80671428,triple:lost_consensus,0.145,-0.99,0.145,-0.99,13.19,14.62,False,triple:tr_strict,1.0,False,1676937600000,1677024000000,0.0,2,BtcTripleRegimeStrategy,ATOM_TRIPLE_2023,BTC/USDT,20260604_154029__BtcTripleRegimeStrategy__ATOM_TRIPLE_2023__BTC_USDT,BTC,2023,2,Tuesday,Wednesday,1,False,0-7d
ATOM/USDT,8370.98717,8370.98717,877.37,2023-12-04 00:00:00+00:00,2023-12-12 00:00:00+00:00,9.541,9.861,0.001,0.001,11520,0.0314744473637671,263.73566726,triple:lost_consensus,0.096,-0.99,0.096,-0.99,9.205,12.412,False,triple:tr_strict,1.0,False,1701648000000,1702339200000,0.0,1,BtcTripleRegimeStrategy,ATOM_TRIPLE_2023,BTC/USDT,20260604_154029__BtcTripleRegimeStrategy__ATOM_TRIPLE_2023__BTC_USDT,BTC,2023,12,Monday,Tuesday,8,True,8-30d
ATOM/USDT,8499.95772,8499.95772,1639.02,2025-07-22 00:00:00+00:00,2025-07-23 00:00:00+00:00,5.186,5.111,0.001,0.001,1440,-0.0164311199791338,-139.80348894,triple:lost_consensus,0.052,-0.99,0.052,-0.99,4.558,5.209,False,triple:tr_strict,1.0,False,1753142400000,1753228800000,0.0,2,BtcTripleRegimeStrategy,ATOM_TRIPLE_2025,BTC/USDT,20260604_154035__BtcTripleRegimeStrategy__ATOM_TRIPLE_2025__BTC_USDT,BTC,2025,7,Tuesday,Wednesday,1,False,0-7d
NEAR/USDT,8499.972,8499.972,1058.0,2021-10-04 00:00:00+00:00,2021-10-08 00:00:00+00:00,8.034,8.28,0.001,0.001,5760,0.0285606850207298,243.007788,triple:lost_consensus,0.081,-0.99,0.081,-0.99,7.137,8.752,False,triple:tr_strict,1.0,False,1633305600000,1633651200000,0.0,4,BtcTripleRegimeStrategy,NEAR_TRIPLE_2021,BTC/USDT,20260604_154042__BtcTripleRegimeStrategy__NEAR_TRIPLE_2021__BTC_USDT,BTC,2021,10,Monday,Friday,4,True,0-7d
NEAR/USDT,8705.632,8705.632,707.2,2021-10-27 00:00:00+00:00,2021-11-17 00:00:00+00:00,12.31,9.674,0.001,0.001,30240,-0.2157050098561065,-1879.7262848,triple:lost_consensus,0.124,-0.99,0.124,-0.99,8.969,12.84,False,triple:tr_strict,1.0,False,1635292800000,1637107200000,0.0,2,BtcTripleRegimeStrategy,NEAR_TRIPLE_2021,BTC/USDT,20260604_154042__BtcTripleRegimeStrategy__NEAR_TRIPLE_2021__BTC_USDT,BTC,2021,10,Wednesday,Wednesday,21,False,8-30d
NEAR/USDT,8499.339,8499.339,639.0,2022-04-01 00:00:00+00:00,2022-04-04 00:00:00+00:00,13.301,16.806,0.001,0.001,4320,0.2609895179626779,2220.456627,triple:lost_consensus,0.134,-0.99,0.134,-0.99,12.533,18.0,False,triple:tr_strict,1.0,False,1648771200000,1649030400000,0.0,0,BtcTripleRegimeStrategy,NEAR_TRIPLE_2022,BTC/USDT,20260604_154045__BtcTripleRegimeStrategy__NEAR_TRIPLE_2022__BTC_USDT,BTC,2022,4,Friday,Monday,3,True,0-7d
NEAR/USDT,10387.1532,10387.1532,692.2,2022-04-25 00:00:00+00:00,2022-04-26 00:00:00+00:00,15.006,14.274,0.001,0.001,1440,-0.0506810262907823,-526.958016,triple:lost_consensus,0.151,-0.99,0.151,-0.99,12.362,15.2,False,triple:tr_strict,1.0,False,1650844800000,1650931200000,0.0,1,BtcTripleRegimeStrategy,NEAR_TRIPLE_2022,BTC/USDT,20260604_154045__BtcTripleRegimeStrategy__NEAR_TRIPLE_2022__BTC_USDT,BTC,2022,4,Monday,Tuesday,1,False,0-7d
NEAR/USDT,8499.864,8499.864,4233.0,2023-12-03 00:00:00+00:00,2023-12-12 00:00:00+00:00,2.008,2.24,0.001,0.001,12960,0.1133090017552168,964.074216,triple:lost_consensus,0.021,-0.99,0.021,-0.99,1.952,2.613,False,triple:tr_strict,1.0,False,1701561600000,1702339200000,0.0,1,BtcTripleRegimeStrategy,NEAR_TRIPLE_2023,BTC/USDT,20260604_154048__BtcTripleRegimeStrategy__NEAR_TRIPLE_2023__BTC_USDT,BTC,2023,12,Sunday,Tuesday,9,True,8-30d
NEAR/USDT,8499.4045,8499.4045,1165.1,2024-04-01 00:00:00+00:00,2024-04-06 00:00:00+00:00,7.295,7.223,0.001,0.001,7200,-0.0118480559878777,-100.8021218,triple:lost_consensus,0.073,-0.99,0.073,-0.99,5.998,7.5,False,triple:tr_strict,1.0,False,1711929600000,1712361600000,0.0,5,BtcTripleRegimeStrategy,NEAR_TRIPLE_2024,BTC/USDT,20260604_154052__BtcTripleRegimeStrategy__NEAR_TRIPLE_2024__BTC_USDT,BTC,2024,4,Monday,Saturday,5,False,0-7d
NEAR/USDT,8413.814,8413.814,1327.1,2024-07-22 00:00:00+00:00,2024-07-23 00:00:00+00:00,6.34,6.034,0.001,0.001,1440,-0.0501665526902119,-422.5141354,triple:lost_consensus,0.064,-0.99,0.064,-0.99,5.691,6.46,False,triple:tr_strict,1.0,False,1721606400000,1721692800000,0.0,1,BtcTripleRegimeStrategy,NEAR_TRIPLE_2024,BTC/USDT,20260604_154052__BtcTripleRegimeStrategy__NEAR_TRIPLE_2024__BTC_USDT,BTC,2024,7,Monday,Tuesday,1,False,0-7d
NEAR/USDT,8054.8884,8054.8884,1448.2,2024-09-29 00:00:00+00:00,2024-10-02 00:00:00+00:00,5.562,4.839,0.001,0.001,4320,-0.1317274958051656,-1062.1113282,triple:lost_consensus,0.056,-0.99,0.056,-0.99,4.522,5.628,False,triple:tr_strict,1.0,False,1727568000000,1727827200000,0.0,2,BtcTripleRegimeStrategy,NEAR_TRIPLE_2024,BTC/USDT,20260604_154052__BtcTripleRegimeStrategy__NEAR_TRIPLE_2024__BTC_USDT,BTC,2024,9,Sunday,Wednesday,3,False,0-7d
BCH/USDT,7754.0345,7754.0345,11.026,2021-08-16 00:00:00+00:00,2021-09-08 00:00:00+00:00,703.25,673.5,0.001,0.001,33120,-0.0442170698125195,-343.2035455,calendar_shield:exit,7.04,-0.99,7.04,-0.99,583.1,803.6,False,calendar_shield,1.0,False,1629072000000,1631059200000,0.0,2,BtcCalendarShieldStrategy,BCH_CALENDAR_2021,BTC/USDT,20260604_154102__BtcCalendarShieldStrategy__BCH_CALENDAR_2021__BTC_USDT,BTC,2021,8,Monday,Wednesday,23,False,8-30d
BCH/USDT,7510.8496,7510.8496,11.332,2021-09-09 00:00:00+00:00,2021-09-22 00:00:00+00:00,662.8,505.1,0.001,0.001,18720,-0.2394526113596723,-1800.2910428,calendar_shield:exit,6.7,-0.99,6.7,-0.99,496.2,673.9,False,calendar_shield,1.0,False,1631145600000,1632268800000,0.0,2,BtcCalendarShieldStrategy,BCH_CALENDAR_2021,BTC/USDT,20260604_154102__BtcCalendarShieldStrategy__BCH_CALENDAR_2021__BTC_USDT,BTC,2021,9,Thursday,Wednesday,13,False,8-30d
BCH/USDT,3546.8496,3546.8496,5.328,2021-11-14 00:00:00+00:00,2021-12-05 00:00:00+00:00,665.7,473.1,0.001,0.001,30240,-0.2907394543266557,-1032.2403264,calendar_shield:exit,6.7,-0.99,6.7,-0.99,344.1,686.3,False,calendar_shield,1.0,False,1636848000000,1638662400000,0.0,6,BtcCalendarShieldStrategy,BCH_CALENDAR_2021,BTC/USDT,20260604_154102__BtcCalendarShieldStrategy__BCH_CALENDAR_2021__BTC_USDT,BTC,2021,11,Sunday,Sunday,21,False,8-30d
BCH/USDT,4144.7278,4144.7278,33.223,2023-01-15 00:00:00+00:00,2023-03-11 00:00:00+00:00,124.8,111.5,0.001,0.001,79200,-0.1080323363267251,-448.2123923,calendar_shield:exit,1.3,-0.99,1.3,-0.99,105.1,154.4,False,calendar_shield,1.0,False,1673740800000,1678492800000,0.0,5,BtcCalendarShieldStrategy,BCH_CALENDAR_2023,BTC/USDT,20260604_154109__BtcCalendarShieldStrategy__BCH_CALENDAR_2023__BTC_USDT,BTC,2023,1,Sunday,Saturday,55,False,31-60d
BCH/USDT,5038.1314641,6284.6815,25.77,2023-06-24 00:00:00+00:00,2023-08-09 00:00:00+00:00,195.5,238.4,0.001,0.001,66240,0.2324104061788779,1462.0860054999998,calendar_shield:exit,1.9,-0.99,2.0,-0.99,179.1,329.0,False,calendar_shield,1.0,False,1687564800000,1691539200000,0.0,2,BtcCalendarShieldStrategy,BCH_CALENDAR_2023,BTC/USDT,20260604_154109__BtcCalendarShieldStrategy__BCH_CALENDAR_2023__BTC_USDT,BTC,2023,6,Saturday,Wednesday,46,True,31-60d
BCH/USDT,7716.0666,7716.0666,33.068,2023-10-01 00:00:00+00:00,2023-10-17 00:00:00+00:00,233.3,230.8,0.001,0.001,23040,-0.0128590310327466,-99.320361,calendar_shield:exit,2.4,-0.99,2.4,-0.99,206.3,256.5,False,calendar_shield,1.0,False,1696118400000,1697500800000,0.0,1,BtcCalendarShieldStrategy,BCH_CALENDAR_2023,BTC/USDT,20260604_154109__BtcCalendarShieldStrategy__BCH_CALENDAR_2023__BTC_USDT,BTC,2023,10,Sunday,Tuesday,16,False,8-30d
BCH/USDT,7262.3258,7262.3258,29.837,2023-10-23 00:00:00+00:00,2023-10-24 00:00:00+00:00,243.4,262.0,0.001,0.001,1440,0.0742667357293487,539.8885802,calendar_shield:exit,2.5,-0.99,2.5,-0.99,240.3,269.9,False,calendar_shield,1.0,False,1698019200000,1698105600000,0.0,1,BtcCalendarShieldStrategy,BCH_CALENDAR_2023,BTC/USDT,20260604_154109__BtcCalendarShieldStrategy__BCH_CALENDAR_2023__BTC_USDT,BTC,2023,10,Monday,Tuesday,1,True,0-7d
BCH/USDT,7038.20809613,8296.7639,27.995,2023-10-25 00:00:00+00:00,2023-11-10 00:00:00+00:00,251.4,240.2,0.001,0.001,23040,-0.0434846112166036,-361.1423341,calendar_shield:exit,2.6,-0.99,2.6,-0.99,212.0,259.8,False,calendar_shield,1.0,False,1698192000000,1699574400000,0.0,4,BtcCalendarShieldStrategy,BCH_CALENDAR_2023,BTC/USDT,20260604_154109__BtcCalendarShieldStrategy__BCH_CALENDAR_2023__BTC_USDT,BTC,2023,10,Wednesday,Friday,16,False,8-30d
BCH/USDT,7005.1122,7005.1122,29.363,2023-11-11 00:00:00+00:00,2024-01-01 00:00:00+00:00,238.6,259.7,0.001,0.001,73440,0.0863973304676395,605.8282167,force_exit,2.4,-0.99,2.4,-0.99,210.1,288.0,False,calendar_shield,1.0,False,1699660800000,1704067200000,0.0,0,BtcCalendarShieldStrategy,BCH_CALENDAR_2023,BTC/USDT,20260604_154109__BtcCalendarShieldStrategy__BCH_CALENDAR_2023__BTC_USDT,BTC,2023,11,Saturday,Monday,51,True,31-60d
BCH/USDT,7065.5654,7065.5654,26.643,2024-01-02 00:00:00+00:00,2024-02-29 00:00:00+00:00,265.2,296.4,0.001,0.001,83520,0.1154389722006122,816.4572494,calendar_shield:exit,2.7,-0.99,2.7,-0.99,211.3,323.5,False,calendar_shield,1.0,False,1704153600000,1709164800000,0.0,3,BtcCalendarShieldStrategy,BCH_CALENDAR_2024,BTC/USDT,20260604_154113__BtcCalendarShieldStrategy__BCH_CALENDAR_2024__BTC_USDT,BTC,2024,1,Tuesday,Thursday,58,True,31-60d
BCH/USDT,10048.39346674,14059.4793,25.278,2024-03-01 00:00:00+00:00,2024-06-21 00:00:00+00:00,397.5,389.9,0.001,0.001,161280,0.2108237760401848,2967.0365877,calendar_shield:exit,3.0,-0.99,4.0,-0.99,296.8,719.5,False,calendar_shield,1.0,False,1709251200000,1718928000000,0.0,4,BtcCalendarShieldStrategy,BCH_CALENDAR_2024,BTC/USDT,20260604_154113__BtcCalendarShieldStrategy__BCH_CALENDAR_2024__BTC_USDT,BTC,2024,3,Friday,Friday,112,True,61-120d
BCH/USDT,10319.0175,10319.0175,23.859,2024-07-31 00:00:00+00:00,2024-08-06 00:00:00+00:00,432.5,309.9,0.001,0.001,8640,-0.2848998400443487,-2942.8263216,calendar_shield:exit,4.4,-0.99,4.4,-0.99,272.7,441.4,False,calendar_shield,1.0,False,1722384000000,1722902400000,0.0,1,BtcCalendarShieldStrategy,BCH_CALENDAR_2024,BTC/USDT,20260604_154113__BtcCalendarShieldStrategy__BCH_CALENDAR_2024__BTC_USDT,BTC,2024,7,Wednesday,Tuesday,6,False,0-7d
BCH/USDT,8920.3896,8920.3896,24.293,2024-10-19 00:00:00+00:00,2024-11-07 00:00:00+00:00,367.2,378.4,0.001,0.001,27360,0.0284421460892049,253.9687392,calendar_shield:exit,3.7,-0.99,3.7,-0.99,322.0,389.4,False,calendar_shield,1.0,False,1729296000000,1730937600000,0.0,3,BtcCalendarShieldStrategy,BCH_CALENDAR_2024,BTC/USDT,20260604_154113__BtcCalendarShieldStrategy__BCH_CALENDAR_2024__BTC_USDT,BTC,2024,10,Saturday,Thursday,19,True,8-30d
BCH/USDT,8960.913,8960.913,23.769,2024-11-09 00:00:00+00:00,2024-12-06 00:00:00+00:00,377.0,588.5,0.001,0.001,38880,0.5578890605415805,5004.1945305,calendar_shield:exit,3.8,-0.99,3.8,-0.99,369.5,640.0,False,calendar_shield,1.0,False,1731110400000,1733443200000,0.0,4,BtcCalendarShieldStrategy,BCH_CALENDAR_2024,BTC/USDT,20260604_154113__BtcCalendarShieldStrategy__BCH_CALENDAR_2024__BTC_USDT,BTC,2024,11,Saturday,Friday,27,True,8-30d
BCH/USDT,13852.4437,13852.4437,22.881,2024-12-07 00:00:00+00:00,2025-01-01 00:00:00+00:00,605.4,434.5,0.001,0.001,36000,-0.2837414834809778,-3934.4434382,force_exit,6.2,-0.99,6.2,-0.99,390.5,626.7,False,calendar_shield,1.0,False,1733529600000,1735689600000,0.0,2,BtcCalendarShieldStrategy,BCH_CALENDAR_2024,BTC/USDT,20260604_154113__BtcCalendarShieldStrategy__BCH_CALENDAR_2024__BTC_USDT,BTC,2024,12,Saturday,Wednesday,25,False,8-30d
BCH/USDT,7524.3348,8912.0568,17.256,2025-05-09 00:00:00+00:00,2025-10-11 00:00:00+00:00,436.0,513.4,0.001,0.001,223200,0.2156467499977429,1923.7779408,calendar_shield:exit,4.3,-0.99,4.4,-0.99,375.7,651.0,False,calendar_shield,1.0,False,1746748800000,1760140800000,0.0,5,BtcCalendarShieldStrategy,BCH_CALENDAR_2025,BTC/USDT,20260604_154116__BtcCalendarShieldStrategy__BCH_CALENDAR_2025__BTC_USDT,BTC,2025,5,Friday,Saturday,155,True,120d+
BCH/USDT,2725.412,2725.412,4.67,2025-12-07 00:00:00+00:00,2026-01-01 00:00:00+00:00,583.6,599.6,0.001,0.001,36000,0.0253632590849862,69.194456,force_exit,5.9,-0.99,5.9,-0.99,518.5,638.0,False,calendar_shield,1.0,False,1765065600000,1767225600000,0.0,3,BtcCalendarShieldStrategy,BCH_CALENDAR_2025,BTC/USDT,20260604_154116__BtcCalendarShieldStrategy__BCH_CALENDAR_2025__BTC_USDT,BTC,2025,12,Sunday,Thursday,25,True,8-30d
XRP/USDT,7902.85398,7902.85398,9674.2,2021-08-10 00:00:00+00:00,2021-09-08 00:00:00+00:00,0.8169,1.129,0.001,0.001,41760,0.3792927601227271,3000.49279422,calendar_shield:exit,0.0082,-0.99,0.0082,-0.99,0.8,1.4151,False,calendar_shield,1.0,False,1628553600000,1631059200000,0.0,2,BtcCalendarShieldStrategy,XRP_CALENDAR_2021,BTC/USDT,20260604_154124__BtcCalendarShieldStrategy__XRP_CALENDAR_2021__BTC_USDT,BTC,2021,8,Tuesday,Wednesday,29,True,8-30d
XRP/USDT,5095.28675,10111.82066,4632.5,2021-09-09 00:00:00+00:00,2021-12-05 00:00:00+00:00,1.0999,0.8452,0.001,0.001,125280,-0.1227121658826763,-1242.08425762,calendar_shield:exit,0.011,-0.99,0.011,-0.99,0.6,1.3493,False,calendar_shield,1.0,False,1631145600000,1638662400000,0.0,6,BtcCalendarShieldStrategy,XRP_CALENDAR_2021,BTC/USDT,20260604_154124__BtcCalendarShieldStrategy__XRP_CALENDAR_2021__BTC_USDT,BTC,2021,9,Thursday,Sunday,87,False,61-120d
XRP/USDT,4504.93609,4504.93609,11607.8,2023-01-18 00:00:00+00:00,2023-03-14 00:00:00+00:00,0.3881,0.3724,0.001,0.001,79200,-0.04235980683744,-191.01905081,calendar_shield:exit,0.0039,-0.99,0.0039,-0.99,0.3473,0.433,False,calendar_shield,1.0,False,1674000000000,1678752000000,0.0,1,BtcCalendarShieldStrategy,XRP_CALENDAR_2023,BTC/USDT,20260604_154131__BtcCalendarShieldStrategy__XRP_CALENDAR_2023__BTC_USDT,BTC,2023,1,Wednesday,Tuesday,55,False,31-60d
XRP/USDT,5940.16539607,8073.76496,10936.5,2023-03-24 00:00:00+00:00,2023-08-09 00:00:00+00:00,0.5432,0.6418,0.001,0.001,198720,0.3431202665979609,2773.04265791,calendar_shield:exit,0.0045,-0.99,0.0055,-0.99,0.41,0.938,False,calendar_shield,1.0,False,1679616000000,1691539200000,0.0,2,BtcCalendarShieldStrategy,XRP_CALENDAR_2023,BTC/USDT,20260604_154131__BtcCalendarShieldStrategy__XRP_CALENDAR_2023__BTC_USDT,BTC,2023,3,Friday,Wednesday,138,True,120d+
XRP/USDT,6948.65566,6948.65566,10799.9,2023-08-10 00:00:00+00:00,2023-08-18 00:00:00+00:00,0.6434,0.5064,0.001,0.001,11520,-0.2145038672859624,-1492.00402502,calendar_shield:exit,0.0065,-0.99,0.0065,-0.99,0.4226,0.6445,False,calendar_shield,1.0,False,1691625600000,1692316800000,0.0,4,BtcCalendarShieldStrategy,XRP_CALENDAR_2023,BTC/USDT,20260604_154131__BtcCalendarShieldStrategy__XRP_CALENDAR_2023__BTC_USDT,BTC,2023,8,Thursday,Friday,8,False,8-30d
XRP/USDT,6446.7048,7696.79312,11611.5,2023-10-26 00:00:00+00:00,2023-11-10 00:00:00+00:00,0.5552,0.6667,0.001,0.001,21600,0.1814084166701187,1397.65931639,calendar_shield:exit,0.0056,-0.99,0.0056,-0.99,0.5325,0.7324,False,calendar_shield,1.0,False,1698278400000,1699574400000,0.0,4,BtcCalendarShieldStrategy,XRP_CALENDAR_2023,BTC/USDT,20260604_154131__BtcCalendarShieldStrategy__XRP_CALENDAR_2023__BTC_USDT,BTC,2023,10,Thursday,Friday,15,True,8-30d
XRP/USDT,7926.90272,7926.90272,12105.5,2023-11-11 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.6548,0.6155,0.001,0.001,73440,-0.0619226034246681,-491.34530797,force_exit,0.0066,-0.99,0.0066,-0.99,0.5725,0.75,False,calendar_shield,1.0,False,1699660800000,1704067200000,0.0,0,BtcCalendarShieldStrategy,XRP_CALENDAR_2023,BTC/USDT,20260604_154131__BtcCalendarShieldStrategy__XRP_CALENDAR_2023__BTC_USDT,BTC,2023,11,Saturday,Monday,51,False,31-60d
XRP/USDT,7486.7722,7486.7722,11959.7,2024-07-18 00:00:00+00:00,2024-08-06 00:00:00+00:00,0.626,0.4889,0.001,0.001,27360,-0.2205700050747974,-1653.00873953,calendar_shield:exit,0.0063,-0.99,0.0063,-0.99,0.4319,0.6586,False,calendar_shield,1.0,False,1721260800000,1722902400000,0.0,1,BtcCalendarShieldStrategy,XRP_CALENDAR_2024,BTC/USDT,20260604_154134__BtcCalendarShieldStrategy__XRP_CALENDAR_2024__BTC_USDT,BTC,2024,7,Thursday,Tuesday,19,False,8-30d
XRP/USDT,6969.36454,6969.36454,12048.1,2024-08-10 00:00:00+00:00,2024-10-28 00:00:00+00:00,0.5785,0.5168,0.001,0.001,113760,-0.1083810340740643,-756.10228262,calendar_shield:exit,0.0059,-0.99,0.0059,-0.99,0.486,0.6649,False,calendar_shield,1.0,False,1723248000000,1730073600000,0.0,0,BtcCalendarShieldStrategy,XRP_CALENDAR_2024,BTC/USDT,20260604_154134__BtcCalendarShieldStrategy__XRP_CALENDAR_2024__BTC_USDT,BTC,2024,8,Saturday,Monday,79,False,61-120d
XRP/USDT,7002.3701,8719.7308,9266.6,2024-11-11 00:00:00+00:00,2024-12-06 00:00:00+00:00,0.7557,2.2445,0.001,0.001,36000,1.872345865570498,16342.67826418,calendar_shield:exit,0.0059,-0.99,0.0076,-0.99,0.5703,2.9092,False,calendar_shield,1.0,False,1731283200000,1733443200000,0.0,4,BtcCalendarShieldStrategy,XRP_CALENDAR_2024,BTC/USDT,20260604_154134__BtcCalendarShieldStrategy__XRP_CALENDAR_2024__BTC_USDT,BTC,2024,11,Monday,Friday,25,True,8-30d
XRP/USDT,19491.95492,19491.95492,8035.6,2024-12-07 00:00:00+00:00,2025-01-01 00:00:00+00:00,2.4257,2.0836,0.001,0.001,36000,-0.1427476757072338,-2785.21369108,force_exit,0.0243,-0.99,0.0243,-0.99,1.9,2.7281,False,calendar_shield,1.0,False,1733529600000,1735689600000,0.0,2,BtcCalendarShieldStrategy,XRP_CALENDAR_2024,BTC/USDT,20260604_154134__BtcCalendarShieldStrategy__XRP_CALENDAR_2024__BTC_USDT,BTC,2024,12,Saturday,Wednesday,25,False,8-30d
XRP/USDT,7738.92917,9110.20779,3223.5,2025-01-02 00:00:00+00:00,2025-10-11 00:00:00+00:00,2.4008,2.3704,0.001,0.001,406080,0.0508080798413089,463.33503693000006,calendar_shield:exit,0.0234,-0.99,0.0241,-0.99,1.2543,3.6607,False,calendar_shield,1.0,False,1735776000000,1760140800000,0.0,5,BtcCalendarShieldStrategy,XRP_CALENDAR_2025,BTC/USDT,20260604_154138__BtcCalendarShieldStrategy__XRP_CALENDAR_2025__BTC_USDT,BTC,2025,1,Thursday,Saturday,282,True,120d+
XRP/USDT,7902.85398,7902.85398,9674.2,2021-08-10 00:00:00+00:00,2021-09-08 00:00:00+00:00,0.8169,1.129,0.001,0.001,41760,0.3792927601227271,3000.49279422,calendar_shield:exit,0.0082,-0.99,0.0082,-0.99,0.8,1.4151,False,calendar_shield,1.0,False,1628553600000,1631059200000,0.0,2,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2021,8,Tuesday,Wednesday,29,True,8-30d
XRP/USDT,5095.28675,10111.82066,4632.5,2021-09-09 00:00:00+00:00,2021-12-05 00:00:00+00:00,1.0999,0.8452,0.001,0.001,125280,-0.1227121658826763,-1242.08425762,calendar_shield:exit,0.011,-0.99,0.011,-0.99,0.6,1.3493,False,calendar_shield,1.0,False,1631145600000,1638662400000,0.0,6,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2021,9,Thursday,Sunday,87,False,61-120d
XRP/USDT,5636.25393,5636.25393,12564.5,2023-03-24 00:00:00+00:00,2023-05-11 00:00:00+00:00,0.4486,0.4303,0.001,0.001,69120,-0.042679373477679,-240.79233828,calendar_shield:exit,0.0045,-0.99,0.0045,-0.99,0.41,0.585,False,calendar_shield,1.0,False,1679616000000,1683763200000,0.0,3,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2023,3,Friday,Thursday,48,False,31-60d
XRP/USDT,6805.15734615,9127.08837,11850.7,2023-06-03 00:00:00+00:00,2023-08-09 00:00:00+00:00,0.5742,0.6418,0.001,0.001,96480,0.2315857408673114,2115.81722565,calendar_shield:exit,0.0053,-0.99,0.0058,-0.99,0.4493,0.938,False,calendar_shield,1.0,False,1685750400000,1691539200000,0.0,2,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2023,6,Saturday,Wednesday,67,True,61-120d
XRP/USDT,7529.32416,7529.32416,11702.4,2023-08-10 00:00:00+00:00,2023-08-18 00:00:00+00:00,0.6434,0.5064,0.001,0.001,11520,-0.2145038672859623,-1616.68421952,calendar_shield:exit,0.0065,-0.99,0.0065,-0.99,0.4226,0.6445,False,calendar_shield,1.0,False,1691625600000,1692316800000,0.0,4,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2023,8,Thursday,Friday,8,False,8-30d
XRP/USDT,6985.41536,8339.99232,12581.8,2023-10-26 00:00:00+00:00,2023-11-10 00:00:00+00:00,0.5552,0.6667,0.001,0.001,21600,0.1814081364567929,1514.4554073000002,calendar_shield:exit,0.0056,-0.99,0.0056,-0.99,0.5325,0.7324,False,calendar_shield,1.0,False,1698278400000,1699574400000,0.0,4,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2023,10,Thursday,Friday,15,True,8-30d
XRP/USDT,9218.36161,9218.36161,14223.6,2023-11-11 00:00:00+00:00,2024-01-22 00:00:00+00:00,0.6481,0.5464,0.001,0.001,103680,-0.158608943098072,-1463.57670665,calendar_shield:exit,0.0066,-0.99,0.0066,-0.99,0.5,0.75,False,calendar_shield,1.0,False,1699660800000,1705881600000,0.0,0,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2023,11,Saturday,Monday,72,False,61-120d
XRP/USDT,9034.745,9034.745,14432.5,2024-07-18 00:00:00+00:00,2024-08-06 00:00:00+00:00,0.626,0.4889,0.001,0.001,27360,-0.2205700050747974,-1994.78654425,calendar_shield:exit,0.0063,-0.99,0.0063,-0.99,0.4319,0.6586,False,calendar_shield,1.0,False,1721260800000,1722902400000,0.0,1,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2024,7,Thursday,Tuesday,19,False,8-30d
XRP/USDT,8410.37023,8410.37023,14539.2,2024-08-10 00:00:00+00:00,2024-10-28 00:00:00+00:00,0.5785,0.5168,0.001,0.001,113760,-0.1083810045798167,-912.43589879,calendar_shield:exit,0.0059,-0.99,0.0059,-0.99,0.486,0.6649,False,calendar_shield,1.0,False,1723248000000,1730073600000,0.0,0,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2024,8,Saturday,Monday,79,False,61-120d
XRP/USDT,8450.2925,10522.81295,11182.6,2024-11-11 00:00:00+00:00,2024-12-06 00:00:00+00:00,0.7557,2.2445,0.001,0.001,36000,1.872320450023009,19721.77995593,calendar_shield:exit,0.0059,-0.99,0.0076,-0.99,0.5703,2.9092,False,calendar_shield,1.0,False,1731283200000,1733443200000,0.0,4,BtcCalendarShieldStrategy,XRP_FULL5Y,BTC/USDT,20260604_162900__BtcCalendarShieldStrategy__XRP_FULL5Y__BTC_USDT,BTC,2024,11,Monday,Friday,25,True,8-30d
